Timestep,Region,n2oem
MAF,2808,0.81
2808,MAF,0.81
MAF,2809,0.81
2809,MAF,0.81
MAF,2810,0.81
2810,MAF,0.81
MAF,2811,0.81
2811,MAF,0.81
MAF,2812,0.81
2812,MAF,0.81
MAF,2813,0.81
2813,MAF,0.81
MAF,2814,0.81
2814,MAF,0.81
MAF,2815,0.81
2815,MAF,0.81
MAF,2816,0.81
2816,MAF,0.81
MAF,2817,0.81
2817,MAF,0.81
MAF,2818,0.81
2818,MAF,0.81
MAF,2819,0.81
2819,MAF,0.81
MAF,2820,0.81
2820,MAF,0.81
MAF,2821,0.81
2821,MAF,0.81
MAF,2822,0.81
2822,MAF,0.81
MAF,2823,0.81
2823,MAF,0.81
MAF,2824,0.81
2824,MAF,0.81
MAF,2825,0.81
2825,MAF,0.81
MAF,2826,0.81
2826,MAF,0.81
MAF,2827,0.81
2827,MAF,0.81
MAF,2828,0.81
2828,MAF,0.81
MAF,2829,0.81
2829,MAF,0.81
MAF,2830,0.81
2830,MAF,0.81
MAF,2831,0.81
2831,MAF,0.81
MAF,2832,0.81
2832,MAF,0.81
MAF,2833,0.81
2833,MAF,0.81
MAF,2834,0.81
2834,MAF,0.81
MAF,2835,0.81
2835,MAF,0.81
MAF,2836,0.81
2836,MAF,0.81
MAF,2837,0.81
2837,MAF,0.81
MAF,2838,0.81
2838,MAF,0.81
MAF,2839,0.81
2839,MAF,0.81
MAF,2840,0.81
2840,MAF,0.81
MAF,2841,0.81
2841,MAF,0.81
MAF,2842,0.81
2842,MAF,0.81
MAF,2843,0.81
2843,MAF,0.81
MAF,2844,0.81
2844,MAF,0.81
MAF,2845,0.81
2845,MAF,0.81
MAF,2846,0.81
2846,MAF,0.81
MAF,2847,0.81
2847,MAF,0.81
MAF,2848,0.81
2848,MAF,0.81
MAF,2849,0.81
2849,MAF,0.81
MAF,2850,0.81
2850,MAF,0.81
MAF,2851,0.81
2851,MAF,0.81
MAF,2852,0.81
2852,MAF,0.81
MAF,2853,0.81
2853,MAF,0.81
MAF,2854,0.81
2854,MAF,0.81
MAF,2855,0.81
2855,MAF,0.81
MAF,2856,0.81
2856,MAF,0.81
MAF,2857,0.81
2857,MAF,0.81
MAF,2858,0.81
2858,MAF,0.81
MAF,2859,0.81
2859,MAF,0.81
MAF,2860,0.81
2860,MAF,0.81
MAF,2861,0.81
2861,MAF,0.81
MAF,2862,0.81
2862,MAF,0.81
MAF,2863,0.81
2863,MAF,0.81
MAF,2864,0.81
2864,MAF,0.81
MAF,2865,0.81
2865,MAF,0.81
MAF,2866,0.81
2866,MAF,0.81
MAF,2867,0.81
2867,MAF,0.81
MAF,2868,0.81
2868,MAF,0.81
MAF,2869,0.81
2869,MAF,0.81
MAF,2870,0.81
2870,MAF,0.81
MAF,2871,0.81
2871,MAF,0.81
MAF,2872,0.81
2872,MAF,0.81
MAF,2873,0.81
2873,MAF,0.81
MAF,2874,0.81
2874,MAF,0.81
MAF,2875,0.81
2875,MAF,0.81
MAF,2876,0.81
2876,MAF,0.81
MAF,2877,0.81
2877,MAF,0.81
MAF,2878,0.81
2878,MAF,0.81
MAF,2879,0.81
2879,MAF,0.81
MAF,2880,0.81
2880,MAF,0.81
MAF,2881,0.81
2881,MAF,0.81
MAF,2882,0.81
2882,MAF,0.81
MAF,2883,0.81
2883,MAF,0.81
MAF,2884,0.81
2884,MAF,0.81
MAF,2885,0.81
2885,MAF,0.81
MAF,2886,0.81
2886,MAF,0.81
MAF,2887,0.81
2887,MAF,0.81
MAF,2888,0.81
2888,MAF,0.81
MAF,2889,0.81
2889,MAF,0.81
MAF,2890,0.81
2890,MAF,0.81
MAF,2891,0.81
2891,MAF,0.81
MAF,2892,0.81
2892,MAF,0.81
MAF,2893,0.81
2893,MAF,0.81
MAF,2894,0.81
2894,MAF,0.81
MAF,2895,0.81
2895,MAF,0.81
MAF,2896,0.81
2896,MAF,0.81
MAF,2897,0.81
2897,MAF,0.81
MAF,2898,0.81
2898,MAF,0.81
MAF,2899,0.81
2899,MAF,0.81
MAF,2900,0.81
2900,MAF,0.81
MAF,2901,0.81
2901,MAF,0.81
MAF,2902,0.81
2902,MAF,0.81
MAF,2903,0.81
2903,MAF,0.81
MAF,2904,0.81
2904,MAF,0.81
MAF,2905,0.81
2905,MAF,0.81
MAF,2906,0.81
2906,MAF,0.81
MAF,2907,0.81
2907,MAF,0.81
MAF,2908,0.81
2908,MAF,0.81
MAF,2909,0.81
2909,MAF,0.81
MAF,2910,0.81
2910,MAF,0.81
MAF,2911,0.81
2911,MAF,0.81
MAF,2912,0.81
2912,MAF,0.81
MAF,2913,0.81
2913,MAF,0.81
MAF,2914,0.81
2914,MAF,0.81
MAF,2915,0.81
2915,MAF,0.81
MAF,2916,0.81
2916,MAF,0.81
MAF,2917,0.81
2917,MAF,0.81
MAF,2918,0.81
2918,MAF,0.81
MAF,2919,0.81
2919,MAF,0.81
MAF,2920,0.81
2920,MAF,0.81
MAF,2921,0.81
2921,MAF,0.81
MAF,2922,0.81
2922,MAF,0.81
MAF,2923,0.81
2923,MAF,0.81
MAF,2924,0.81
2924,MAF,0.81
MAF,2925,0.81
2925,MAF,0.81
MAF,2926,0.81
2926,MAF,0.81
MAF,2927,0.81
2927,MAF,0.81
MAF,2928,0.81
2928,MAF,0.81
MAF,2929,0.81
2929,MAF,0.81
MAF,2930,0.81
2930,MAF,0.81
MAF,2931,0.81
2931,MAF,0.81
MAF,2932,0.81
2932,MAF,0.81
MAF,2933,0.81
2933,MAF,0.81
MAF,2934,0.81
2934,MAF,0.81
MAF,2935,0.81
2935,MAF,0.81
MAF,2936,0.81
2936,MAF,0.81
MAF,2937,0.81
2937,MAF,0.81
MAF,2938,0.81
2938,MAF,0.81
MAF,2939,0.81
2939,MAF,0.81
MAF,2940,0.81
2940,MAF,0.81
MAF,2941,0.81
2941,MAF,0.81
MAF,2942,0.81
2942,MAF,0.81
MAF,2943,0.81
2943,MAF,0.81
MAF,2944,0.81
2944,MAF,0.81
MAF,2945,0.81
2945,MAF,0.81
MAF,2946,0.81
2946,MAF,0.81
MAF,2947,0.81
2947,MAF,0.81
MAF,2948,0.81
2948,MAF,0.81
MAF,2949,0.81
2949,MAF,0.81
MAF,2950,0.81
2950,MAF,0.81
MAF,2951,0.81
2951,MAF,0.81
MAF,2952,0.81
2952,MAF,0.81
MAF,2953,0.81
2953,MAF,0.81
MAF,2954,0.81
2954,MAF,0.81
MAF,2955,0.81
2955,MAF,0.81
MAF,2956,0.81
2956,MAF,0.81
MAF,2957,0.81
2957,MAF,0.81
MAF,2958,0.81
2958,MAF,0.81
MAF,2959,0.81
2959,MAF,0.81
MAF,2960,0.81
2960,MAF,0.81
MAF,2961,0.81
2961,MAF,0.81
MAF,2962,0.81
2962,MAF,0.81
MAF,2963,0.81
2963,MAF,0.81
MAF,2964,0.81
2964,MAF,0.81
MAF,2965,0.81
2965,MAF,0.81
MAF,2966,0.81
2966,MAF,0.81
MAF,2967,0.81
2967,MAF,0.81
MAF,2968,0.81
2968,MAF,0.81
MAF,2969,0.81
2969,MAF,0.81
MAF,2970,0.81
2970,MAF,0.81
MAF,2971,0.81
2971,MAF,0.81
MAF,2972,0.81
2972,MAF,0.81
MAF,2973,0.81
2973,MAF,0.81
MAF,2974,0.81
2974,MAF,0.81
MAF,2975,0.81
2975,MAF,0.81
MAF,2976,0.81
2976,MAF,0.81
MAF,2977,0.81
2977,MAF,0.81
MAF,2978,0.81
2978,MAF,0.81
MAF,2979,0.81
2979,MAF,0.81
MAF,2980,0.81
2980,MAF,0.81
MAF,2981,0.81
2981,MAF,0.81
MAF,2982,0.81
2982,MAF,0.81
MAF,2983,0.81
2983,MAF,0.81
MAF,2984,0.81
2984,MAF,0.81
MAF,2985,0.81
2985,MAF,0.81
MAF,2986,0.81
2986,MAF,0.81
MAF,2987,0.81
2987,MAF,0.81
MAF,2988,0.81
2988,MAF,0.81
MAF,2989,0.81
2989,MAF,0.81
MAF,2990,0.81
2990,MAF,0.81
MAF,2991,0.81
2991,MAF,0.81
MAF,2992,0.81
2992,MAF,0.81
MAF,2993,0.81
2993,MAF,0.81
MAF,2994,0.81
2994,MAF,0.81
MAF,2995,0.81
2995,MAF,0.81
MAF,2996,0.81
2996,MAF,0.81
MAF,2997,0.81
2997,MAF,0.81
MAF,2998,0.81
2998,MAF,0.81
MAF,2999,0.81
2999,MAF,0.81
MAF,3000,0.81
3000,MAF,0.81
SSA,1950,0.09
1950,SSA,0.09
SSA,1951,0.09
1951,SSA,0.09
SSA,1952,0.09
1952,SSA,0.09
SSA,1953,0.09
1953,SSA,0.09
SSA,1954,0.09
1954,SSA,0.09
SSA,1955,0.09
1955,SSA,0.09
SSA,1956,0.1
1956,SSA,0.1
SSA,1957,0.1
1957,SSA,0.1
SSA,1958,0.1
1958,SSA,0.1
SSA,1959,0.1
1959,SSA,0.1
SSA,1960,0.16
1960,SSA,0.16
SSA,1961,0.17
1961,SSA,0.17
SSA,1962,0.17
1962,SSA,0.17
SSA,1963,0.17
1963,SSA,0.17
SSA,1964,0.17
1964,SSA,0.17
SSA,1965,0.17
1965,SSA,0.17
SSA,1966,0.17
1966,SSA,0.17
SSA,1967,0.17
1967,SSA,0.17
SSA,1968,0.17
1968,SSA,0.17
SSA,1969,0.17
1969,SSA,0.17
SSA,1970,0.25
1970,SSA,0.25
SSA,1971,0.25
1971,SSA,0.25
SSA,1972,0.25
1972,SSA,0.25
SSA,1973,0.25
1973,SSA,0.25
SSA,1974,0.25
1974,SSA,0.25
SSA,1975,0.25
1975,SSA,0.25
SSA,1976,0.26
1976,SSA,0.26
SSA,1977,0.26
1977,SSA,0.26
SSA,1978,0.26
1978,SSA,0.26
SSA,1979,0.26
1979,SSA,0.26
SSA,1980,0.42
1980,SSA,0.42
SSA,1981,0.42
1981,SSA,0.42
SSA,1982,0.42
1982,SSA,0.42
SSA,1983,0.43
1983,SSA,0.43
SSA,1984,0.43
1984,SSA,0.43
SSA,1985,0.43
1985,SSA,0.43
SSA,1986,0.43
1986,SSA,0.43
SSA,1987,0.44
1987,SSA,0.44
SSA,1988,0.44
1988,SSA,0.44
SSA,1989,0.44
1989,SSA,0.44
SSA,1990,0.45
1990,SSA,0.45
SSA,1991,0.46
1991,SSA,0.46
SSA,1992,0.47
1992,SSA,0.47
SSA,1993,0.48
1993,SSA,0.48
SSA,1994,0.49
1994,SSA,0.49
SSA,1995,0.51
1995,SSA,0.51
SSA,1996,0.52
1996,SSA,0.52
SSA,1997,0.53
1997,SSA,0.53
SSA,1998,0.54
1998,SSA,0.54
SSA,1999,0.56
1999,SSA,0.56
SSA,2000,0.57
2000,SSA,0.57
SSA,2001,0.58
2001,SSA,0.58
SSA,2002,0.6
2002,SSA,0.6
SSA,2003,0.61
2003,SSA,0.61
SSA,2004,0.63
2004,SSA,0.63
SSA,2005,0.64
2005,SSA,0.64
SSA,2006,0.66
2006,SSA,0.66
SSA,2007,0.67
2007,SSA,0.67
SSA,2008,0.68
2008,SSA,0.68
SSA,2009,0.69
2009,SSA,0.69
SSA,2010,0.69
2010,SSA,0.69
SSA,2011,0.71
2011,SSA,0.71
SSA,2012,0.72
2012,SSA,0.72
SSA,2013,0.73
2013,SSA,0.73
SSA,2014,0.74
2014,SSA,0.74
SSA,2015,0.75
2015,SSA,0.75
SSA,2016,0.76
2016,SSA,0.76
SSA,2017,0.77
2017,SSA,0.77
SSA,2018,0.79
2018,SSA,0.79
SSA,2019,0.8
2019,SSA,0.8
SSA,2020,0.81
2020,SSA,0.81
SSA,2021,0.82
2021,SSA,0.82
SSA,2022,0.83
2022,SSA,0.83
SSA,2023,0.84
2023,SSA,0.84
SSA,2024,0.85
2024,SSA,0.85
SSA,2025,0.85
2025,SSA,0.85
SSA,2026,0.86
2026,SSA,0.86
SSA,2027,0.87
2027,SSA,0.87
SSA,2028,0.89
2028,SSA,0.89
SSA,2029,0.9
2029,SSA,0.9
SSA,2030,0.9
2030,SSA,0.9
SSA,2031,0.92
2031,SSA,0.92
SSA,2032,0.93
2032,SSA,0.93
SSA,2033,0.94
2033,SSA,0.94
SSA,2034,0.96
2034,SSA,0.96
SSA,2035,0.97
2035,SSA,0.97
SSA,2036,0.98
2036,SSA,0.98
SSA,2037,1
2037,SSA,1
SSA,2038,1.01
2038,SSA,1.01
SSA,2039,1.02
2039,SSA,1.02
SSA,2040,1.02
2040,SSA,1.02
SSA,2041,1.04
2041,SSA,1.04
SSA,2042,1.05
2042,SSA,1.05
SSA,2043,1.06
2043,SSA,1.06
SSA,2044,1.07
2044,SSA,1.07
SSA,2045,1.09
2045,SSA,1.09
SSA,2046,1.1
2046,SSA,1.1
SSA,2047,1.1
2047,SSA,1.1
SSA,2048,1.11
2048,SSA,1.11
SSA,2049,1.12
2049,SSA,1.12
SSA,2050,1.11
2050,SSA,1.11
SSA,2051,1.13
2051,SSA,1.13
SSA,2052,1.14
2052,SSA,1.14
SSA,2053,1.15
2053,SSA,1.15
SSA,2054,1.16
2054,SSA,1.16
SSA,2055,1.16
2055,SSA,1.16
SSA,2056,1.18
2056,SSA,1.18
SSA,2057,1.19
2057,SSA,1.19
SSA,2058,1.2
2058,SSA,1.2
SSA,2059,1.21
2059,SSA,1.21
SSA,2060,1.21
2060,SSA,1.21
SSA,2061,1.23
2061,SSA,1.23
SSA,2062,1.23
2062,SSA,1.23
SSA,2063,1.24
2063,SSA,1.24
SSA,2064,1.25
2064,SSA,1.25
SSA,2065,1.24
2065,SSA,1.24
SSA,2066,1.26
2066,SSA,1.26
SSA,2067,1.26
2067,SSA,1.26
SSA,2068,1.27
2068,SSA,1.27
SSA,2069,1.28
2069,SSA,1.28
SSA,2070,1.27
2070,SSA,1.27
SSA,2071,1.29
2071,SSA,1.29
SSA,2072,1.29
2072,SSA,1.29
SSA,2073,1.29
2073,SSA,1.29
SSA,2074,1.29
2074,SSA,1.29
SSA,2075,1.28
2075,SSA,1.28
SSA,2076,1.3
2076,SSA,1.3
SSA,2077,1.3
2077,SSA,1.3
SSA,2078,1.31
2078,SSA,1.31
SSA,2079,1.31
2079,SSA,1.31
SSA,2080,1.3
2080,SSA,1.3
SSA,2081,1.32
2081,SSA,1.32
SSA,2082,1.32
2082,SSA,1.32
SSA,2083,1.32
2083,SSA,1.32
SSA,2084,1.32
2084,SSA,1.32
SSA,2085,1.32
2085,SSA,1.32
SSA,2086,1.33
2086,SSA,1.33
SSA,2087,1.33
2087,SSA,1.33
SSA,2088,1.33
2088,SSA,1.33
SSA,2089,1.33
2089,SSA,1.33
SSA,2090,1.31
2090,SSA,1.31
SSA,2091,1.32
2091,SSA,1.32
SSA,2092,1.32
2092,SSA,1.32
SSA,2093,1.33
2093,SSA,1.33
SSA,2094,1.33
2094,SSA,1.33
SSA,2095,1.31
2095,SSA,1.31
SSA,2096,1.33
2096,SSA,1.33
SSA,2097,1.33
2097,SSA,1.33
SSA,2098,1.33
2098,SSA,1.33
SSA,2099,1.33
2099,SSA,1.33
SSA,2100,1.31
2100,SSA,1.31
SSA,2101,1.31
2101,SSA,1.31
SSA,2102,1.31
2102,SSA,1.31
SSA,2103,1.31
2103,SSA,1.31
SSA,2104,1.31
2104,SSA,1.31
SSA,2105,1.31
2105,SSA,1.31
SSA,2106,1.31
2106,SSA,1.31
SSA,2107,1.31
2107,SSA,1.31
SSA,2108,1.31
2108,SSA,1.31
SSA,2109,1.32
2109,SSA,1.32
SSA,2110,1.32
2110,SSA,1.32
SSA,2111,1.32
2111,SSA,1.32
SSA,2112,1.32
2112,SSA,1.32
SSA,2113,1.32
2113,SSA,1.32
SSA,2114,1.32
2114,SSA,1.32
SSA,2115,1.32
2115,SSA,1.32
SSA,2116,1.32
2116,SSA,1.32
SSA,2117,1.32
2117,SSA,1.32
SSA,2118,1.32
2118,SSA,1.32
SSA,2119,1.32
2119,SSA,1.32
SSA,2120,1.32
2120,SSA,1.32
SSA,2121,1.32
2121,SSA,1.32
SSA,2122,1.33
2122,SSA,1.33
SSA,2123,1.33
2123,SSA,1.33
SSA,2124,1.33
2124,SSA,1.33
SSA,2125,1.33
2125,SSA,1.33
SSA,2126,1.33
2126,SSA,1.33
SSA,2127,1.33
2127,SSA,1.33
SSA,2128,1.33
2128,SSA,1.33
SSA,2129,1.33
2129,SSA,1.33
SSA,2130,1.33
2130,SSA,1.33
SSA,2131,1.33
2131,SSA,1.33
SSA,2132,1.33
2132,SSA,1.33
SSA,2133,1.33
2133,SSA,1.33
SSA,2134,1.33
2134,SSA,1.33
SSA,2135,1.34
2135,SSA,1.34
SSA,2136,1.34
2136,SSA,1.34
SSA,2137,1.34
2137,SSA,1.34
SSA,2138,1.34
2138,SSA,1.34
SSA,2139,1.34
2139,SSA,1.34
SSA,2140,1.34
2140,SSA,1.34
SSA,2141,1.34
2141,SSA,1.34
SSA,2142,1.34
2142,SSA,1.34
SSA,2143,1.34
2143,SSA,1.34
SSA,2144,1.34
2144,SSA,1.34
SSA,2145,1.34
2145,SSA,1.34
SSA,2146,1.34
2146,SSA,1.34
SSA,2147,1.34
2147,SSA,1.34
SSA,2148,1.34
2148,SSA,1.34
SSA,2149,1.35
2149,SSA,1.35
SSA,2150,1.35
2150,SSA,1.35
SSA,2151,1.35
2151,SSA,1.35
SSA,2152,1.35
2152,SSA,1.35
SSA,2153,1.35
2153,SSA,1.35
SSA,2154,1.35
2154,SSA,1.35
SSA,2155,1.35
2155,SSA,1.35
SSA,2156,1.35
2156,SSA,1.35
SSA,2157,1.35
2157,SSA,1.35
SSA,2158,1.35
2158,SSA,1.35
SSA,2159,1.35
2159,SSA,1.35
SSA,2160,1.35
2160,SSA,1.35
SSA,2161,1.35
2161,SSA,1.35
SSA,2162,1.36
2162,SSA,1.36
SSA,2163,1.36
2163,SSA,1.36
SSA,2164,1.36
2164,SSA,1.36
SSA,2165,1.36
2165,SSA,1.36
SSA,2166,1.36
2166,SSA,1.36
SSA,2167,1.36
2167,SSA,1.36
SSA,2168,1.36
2168,SSA,1.36
SSA,2169,1.36
2169,SSA,1.36
SSA,2170,1.36
2170,SSA,1.36
SSA,2171,1.36
2171,SSA,1.36
SSA,2172,1.36
2172,SSA,1.36
SSA,2173,1.36
2173,SSA,1.36
SSA,2174,1.36
2174,SSA,1.36
SSA,2175,1.37
2175,SSA,1.37
SSA,2176,1.37
2176,SSA,1.37
SSA,2177,1.37
2177,SSA,1.37
SSA,2178,1.37
2178,SSA,1.37
SSA,2179,1.37
2179,SSA,1.37
SSA,2180,1.37
2180,SSA,1.37
SSA,2181,1.37
2181,SSA,1.37
SSA,2182,1.37
2182,SSA,1.37
SSA,2183,1.37
2183,SSA,1.37
SSA,2184,1.37
2184,SSA,1.37
SSA,2185,1.37
2185,SSA,1.37
SSA,2186,1.37
2186,SSA,1.37
SSA,2187,1.37
2187,SSA,1.37
SSA,2188,1.37
2188,SSA,1.37
SSA,2189,1.38
2189,SSA,1.38
SSA,2190,1.38
2190,SSA,1.38
SSA,2191,1.38
2191,SSA,1.38
SSA,2192,1.38
2192,SSA,1.38
SSA,2193,1.38
2193,SSA,1.38
SSA,2194,1.38
2194,SSA,1.38
SSA,2195,1.38
2195,SSA,1.38
SSA,2196,1.38
2196,SSA,1.38
SSA,2197,1.38
2197,SSA,1.38
SSA,2198,1.38
2198,SSA,1.38
SSA,2199,1.38
2199,SSA,1.38
SSA,2200,1.38
2200,SSA,1.38
SSA,2201,1.38
2201,SSA,1.38
SSA,2202,1.38
2202,SSA,1.38
SSA,2203,1.38
2203,SSA,1.38
SSA,2204,1.38
2204,SSA,1.38
SSA,2205,1.38
2205,SSA,1.38
SSA,2206,1.38
2206,SSA,1.38
SSA,2207,1.39
2207,SSA,1.39
SSA,2208,1.39
2208,SSA,1.39
SSA,2209,1.39
2209,SSA,1.39
SSA,2210,1.39
2210,SSA,1.39
SSA,2211,1.39
2211,SSA,1.39
SSA,2212,1.39
2212,SSA,1.39
SSA,2213,1.39
2213,SSA,1.39
SSA,2214,1.39
2214,SSA,1.39
SSA,2215,1.39
2215,SSA,1.39
SSA,2216,1.39
2216,SSA,1.39
SSA,2217,1.39
2217,SSA,1.39
SSA,2218,1.39
2218,SSA,1.39
SSA,2219,1.39
2219,SSA,1.39
SSA,2220,1.39
2220,SSA,1.39
SSA,2221,1.4
2221,SSA,1.4
SSA,2222,1.4
2222,SSA,1.4
SSA,2223,1.4
2223,SSA,1.4
SSA,2224,1.4
2224,SSA,1.4
SSA,2225,1.4
2225,SSA,1.4
SSA,2226,1.4
2226,SSA,1.4
SSA,2227,1.4
2227,SSA,1.4
SSA,2228,1.4
2228,SSA,1.4
SSA,2229,1.4
2229,SSA,1.4
SSA,2230,1.4
2230,SSA,1.4
SSA,2231,1.4
2231,SSA,1.4
SSA,2232,1.4
2232,SSA,1.4
SSA,2233,1.4
2233,SSA,1.4
SSA,2234,1.41
2234,SSA,1.41
SSA,2235,1.41
2235,SSA,1.41
SSA,2236,1.41
2236,SSA,1.41
SSA,2237,1.41
2237,SSA,1.41
SSA,2238,1.41
2238,SSA,1.41
SSA,2239,1.41
2239,SSA,1.41
SSA,2240,1.41
2240,SSA,1.41
SSA,2241,1.41
2241,SSA,1.41
SSA,2242,1.41
2242,SSA,1.41
SSA,2243,1.41
2243,SSA,1.41
SSA,2244,1.41
2244,SSA,1.41
SSA,2245,1.41
2245,SSA,1.41
SSA,2246,1.41
2246,SSA,1.41
SSA,2247,1.41
2247,SSA,1.41
SSA,2248,1.42
2248,SSA,1.42
SSA,2249,1.42
2249,SSA,1.42
SSA,2250,1.42
2250,SSA,1.42
SSA,2251,1.42
2251,SSA,1.42
SSA,2252,1.42
2252,SSA,1.42
SSA,2253,1.42
2253,SSA,1.42
SSA,2254,1.42
2254,SSA,1.42
SSA,2255,1.42
2255,SSA,1.42
SSA,2256,1.42
2256,SSA,1.42
SSA,2257,1.42
2257,SSA,1.42
SSA,2258,1.42
2258,SSA,1.42
SSA,2259,1.42
2259,SSA,1.42
SSA,2260,1.42
2260,SSA,1.42
SSA,2261,1.42
2261,SSA,1.42
SSA,2262,1.43
2262,SSA,1.43
SSA,2263,1.43
2263,SSA,1.43
SSA,2264,1.43
2264,SSA,1.43
SSA,2265,1.43
2265,SSA,1.43
SSA,2266,1.43
2266,SSA,1.43
SSA,2267,1.43
2267,SSA,1.43
SSA,2268,1.43
2268,SSA,1.43
SSA,2269,1.43
2269,SSA,1.43
SSA,2270,1.43
2270,SSA,1.43
SSA,2271,1.43
2271,SSA,1.43
SSA,2272,1.43
2272,SSA,1.43
SSA,2273,1.43
2273,SSA,1.43
SSA,2274,1.43
2274,SSA,1.43
SSA,2275,1.44
2275,SSA,1.44
SSA,2276,1.44
2276,SSA,1.44
SSA,2277,1.44
2277,SSA,1.44
SSA,2278,1.44
2278,SSA,1.44
SSA,2279,1.44
2279,SSA,1.44
SSA,2280,1.44
2280,SSA,1.44
SSA,2281,1.44
2281,SSA,1.44
SSA,2282,1.44
2282,SSA,1.44
SSA,2283,1.44
2283,SSA,1.44
SSA,2284,1.44
2284,SSA,1.44
SSA,2285,1.44
2285,SSA,1.44
SSA,2286,1.44
2286,SSA,1.44
SSA,2287,1.44
2287,SSA,1.44
SSA,2288,1.44
2288,SSA,1.44
SSA,2289,1.45
2289,SSA,1.45
SSA,2290,1.45
2290,SSA,1.45
SSA,2291,1.45
2291,SSA,1.45
SSA,2292,1.45
2292,SSA,1.45
SSA,2293,1.45
2293,SSA,1.45
SSA,2294,1.45
2294,SSA,1.45
SSA,2295,1.45
2295,SSA,1.45
SSA,2296,1.45
2296,SSA,1.45
SSA,2297,1.45
2297,SSA,1.45
SSA,2298,1.45
2298,SSA,1.45
SSA,2299,1.45
2299,SSA,1.45
SSA,2300,1.45
2300,SSA,1.45
SSA,2301,1.45
2301,SSA,1.45
SSA,2302,1.45
2302,SSA,1.45
SSA,2303,1.45
2303,SSA,1.45
SSA,2304,1.45
2304,SSA,1.45
SSA,2305,1.45
2305,SSA,1.45
SSA,2306,1.45
2306,SSA,1.45
SSA,2307,1.45
2307,SSA,1.45
SSA,2308,1.45
2308,SSA,1.45
SSA,2309,1.45
2309,SSA,1.45
SSA,2310,1.45
2310,SSA,1.45
SSA,2311,1.45
2311,SSA,1.45
SSA,2312,1.45
2312,SSA,1.45
SSA,2313,1.45
2313,SSA,1.45
SSA,2314,1.45
2314,SSA,1.45
SSA,2315,1.45
2315,SSA,1.45
SSA,2316,1.45
2316,SSA,1.45
SSA,2317,1.45
2317,SSA,1.45
SSA,2318,1.45
2318,SSA,1.45
SSA,2319,1.45
2319,SSA,1.45
SSA,2320,1.45
2320,SSA,1.45
SSA,2321,1.45
2321,SSA,1.45
SSA,2322,1.45
2322,SSA,1.45
SSA,2323,1.45
2323,SSA,1.45
SSA,2324,1.45
2324,SSA,1.45
SSA,2325,1.45
2325,SSA,1.45
SSA,2326,1.45
2326,SSA,1.45
SSA,2327,1.45
2327,SSA,1.45
SSA,2328,1.45
2328,SSA,1.45
SSA,2329,1.45
2329,SSA,1.45
SSA,2330,1.45
2330,SSA,1.45
SSA,2331,1.45
2331,SSA,1.45
SSA,2332,1.45
2332,SSA,1.45
SSA,2333,1.45
2333,SSA,1.45
SSA,2334,1.45
2334,SSA,1.45
SSA,2335,1.45
2335,SSA,1.45
SSA,2336,1.45
2336,SSA,1.45
SSA,2337,1.45
2337,SSA,1.45
SSA,2338,1.45
2338,SSA,1.45
SSA,2339,1.45
2339,SSA,1.45
SSA,2340,1.45
2340,SSA,1.45
SSA,2341,1.45
2341,SSA,1.45
SSA,2342,1.45
2342,SSA,1.45
SSA,2343,1.45
2343,SSA,1.45
SSA,2344,1.45
2344,SSA,1.45
SSA,2345,1.45
2345,SSA,1.45
SSA,2346,1.45
2346,SSA,1.45
SSA,2347,1.45
2347,SSA,1.45
SSA,2348,1.45
2348,SSA,1.45
SSA,2349,1.45
2349,SSA,1.45
SSA,2350,1.45
2350,SSA,1.45
SSA,2351,1.45
2351,SSA,1.45
SSA,2352,1.45
2352,SSA,1.45
SSA,2353,1.45
2353,SSA,1.45
SSA,2354,1.45
2354,SSA,1.45
SSA,2355,1.45
2355,SSA,1.45
SSA,2356,1.45
2356,SSA,1.45
SSA,2357,1.45
2357,SSA,1.45
SSA,2358,1.45
2358,SSA,1.45
SSA,2359,1.45
2359,SSA,1.45
SSA,2360,1.45
2360,SSA,1.45
SSA,2361,1.45
2361,SSA,1.45
SSA,2362,1.45
2362,SSA,1.45
SSA,2363,1.45
2363,SSA,1.45
SSA,2364,1.45
2364,SSA,1.45
SSA,2365,1.45
2365,SSA,1.45
SSA,2366,1.45
2366,SSA,1.45
SSA,2367,1.45
2367,SSA,1.45
SSA,2368,1.45
2368,SSA,1.45
SSA,2369,1.45
2369,SSA,1.45
SSA,2370,1.45
2370,SSA,1.45
SSA,2371,1.45
2371,SSA,1.45
SSA,2372,1.45
2372,SSA,1.45
SSA,2373,1.45
2373,SSA,1.45
SSA,2374,1.45
2374,SSA,1.45
SSA,2375,1.45
2375,SSA,1.45
SSA,2376,1.45
2376,SSA,1.45
SSA,2377,1.45
2377,SSA,1.45
SSA,2378,1.45
2378,SSA,1.45
SSA,2379,1.45
2379,SSA,1.45
SSA,2380,1.45
2380,SSA,1.45
SSA,2381,1.45
2381,SSA,1.45
SSA,2382,1.45
2382,SSA,1.45
SSA,2383,1.45
2383,SSA,1.45
SSA,2384,1.45
2384,SSA,1.45
SSA,2385,1.45
2385,SSA,1.45
SSA,2386,1.45
2386,SSA,1.45
SSA,2387,1.45
2387,SSA,1.45
SSA,2388,1.45
2388,SSA,1.45
SSA,2389,1.45
2389,SSA,1.45
SSA,2390,1.45
2390,SSA,1.45
SSA,2391,1.45
2391,SSA,1.45
SSA,2392,1.45
