Timestep,Region,ch4em
2962,CHI,266
CHI,2963,266
2963,CHI,266
CHI,2964,266
2964,CHI,266
CHI,2965,266
2965,CHI,266
CHI,2966,266
2966,CHI,266
CHI,2967,266
2967,CHI,266
CHI,2968,266
2968,CHI,266
CHI,2969,266
2969,CHI,266
CHI,2970,266
2970,CHI,266
CHI,2971,266
2971,CHI,266
CHI,2972,266
2972,CHI,266
CHI,2973,266
2973,CHI,266
CHI,2974,266
2974,CHI,266
CHI,2975,266
2975,CHI,266
CHI,2976,266
2976,CHI,266
CHI,2977,266
2977,CHI,266
CHI,2978,266
2978,CHI,266
CHI,2979,266
2979,CHI,266
CHI,2980,266
2980,CHI,266
CHI,2981,266
2981,CHI,266
CHI,2982,266
2982,CHI,266
CHI,2983,266
2983,CHI,266
CHI,2984,266
2984,CHI,266
CHI,2985,266
2985,CHI,266
CHI,2986,266
2986,CHI,266
CHI,2987,266
2987,CHI,266
CHI,2988,266
2988,CHI,266
CHI,2989,266
2989,CHI,266
CHI,2990,266
2990,CHI,266
CHI,2991,266
2991,CHI,266
CHI,2992,266
2992,CHI,266
CHI,2993,266
2993,CHI,266
CHI,2994,266
2994,CHI,266
CHI,2995,266
2995,CHI,266
CHI,2996,266
2996,CHI,266
CHI,2997,266
2997,CHI,266
CHI,2998,266
2998,CHI,266
CHI,2999,266
2999,CHI,266
CHI,3000,266
3000,CHI,266
MAF,1950,4.6
1950,MAF,4.6
MAF,1951,4.6
1951,MAF,4.6
MAF,1952,4.7
1952,MAF,4.7
MAF,1953,4.7
1953,MAF,4.7
MAF,1954,4.7
1954,MAF,4.7
MAF,1955,4.8
1955,MAF,4.8
MAF,1956,4.8
1956,MAF,4.8
MAF,1957,4.9
1957,MAF,4.9
MAF,1958,4.9
1958,MAF,4.9
MAF,1959,4.9
1959,MAF,4.9
MAF,1960,5.9
1960,MAF,5.9
MAF,1961,6
1961,MAF,6
MAF,1962,6.1
1962,MAF,6.1
MAF,1963,6.2
1963,MAF,6.2
MAF,1964,6.3
1964,MAF,6.3
MAF,1965,6.4
1965,MAF,6.4
MAF,1966,6.6
1966,MAF,6.6
MAF,1967,6.7
1967,MAF,6.7
MAF,1968,6.8
1968,MAF,6.8
MAF,1969,6.9
1969,MAF,6.9
MAF,1970,7
1970,MAF,7
MAF,1971,7.1
1971,MAF,7.1
MAF,1972,7.3
1972,MAF,7.3
MAF,1973,7.4
1973,MAF,7.4
MAF,1974,7.5
1974,MAF,7.5
MAF,1975,7.6
1975,MAF,7.6
MAF,1976,7.7
1976,MAF,7.7
MAF,1977,7.8
1977,MAF,7.8
MAF,1978,8
1978,MAF,8
MAF,1979,8.1
1979,MAF,8.1
MAF,1980,8.2
1980,MAF,8.2
MAF,1981,8.3
1981,MAF,8.3
MAF,1982,8.4
1982,MAF,8.4
MAF,1983,8.6
1983,MAF,8.6
MAF,1984,8.7
1984,MAF,8.7
MAF,1985,8.8
1985,MAF,8.8
MAF,1986,8.9
1986,MAF,8.9
MAF,1987,9
1987,MAF,9
MAF,1988,9.2
1988,MAF,9.2
MAF,1989,9.3
1989,MAF,9.3
MAF,1990,9.3
1990,MAF,9.3
MAF,1991,9.2
1991,MAF,9.2
MAF,1992,9.1
1992,MAF,9.1
MAF,1993,8.9
1993,MAF,8.9
MAF,1994,8.8
1994,MAF,8.8
MAF,1995,8.6
1995,MAF,8.6
MAF,1996,8.4
1996,MAF,8.4
MAF,1997,8.3
1997,MAF,8.3
MAF,1998,8.1
1998,MAF,8.1
MAF,1999,7.9
1999,MAF,7.9
MAF,2000,7.7
2000,MAF,7.7
MAF,2001,7.9
2001,MAF,7.9
MAF,2002,8.2
2002,MAF,8.2
MAF,2003,8.4
2003,MAF,8.4
MAF,2004,8.7
2004,MAF,8.7
MAF,2005,8.9
2005,MAF,8.9
MAF,2006,9.2
2006,MAF,9.2
MAF,2007,9.5
2007,MAF,9.5
MAF,2008,9.8
2008,MAF,9.8
MAF,2009,10.2
2009,MAF,10.2
MAF,2010,10.6
2010,MAF,10.6
MAF,2011,10.8
2011,MAF,10.8
MAF,2012,11.2
2012,MAF,11.2
MAF,2013,11.5
2013,MAF,11.5
MAF,2014,11.9
2014,MAF,11.9
MAF,2015,12.3
2015,MAF,12.3
MAF,2016,12.5
2016,MAF,12.5
MAF,2017,12.9
2017,MAF,12.9
MAF,2018,13.3
2018,MAF,13.3
MAF,2019,13.7
2019,MAF,13.7
MAF,2020,14.2
2020,MAF,14.2
MAF,2021,14.4
2021,MAF,14.4
MAF,2022,14.8
2022,MAF,14.8
MAF,2023,15.2
2023,MAF,15.2
MAF,2024,15.6
2024,MAF,15.6
MAF,2025,16.1
2025,MAF,16.1
MAF,2026,16.4
2026,MAF,16.4
MAF,2027,16.9
2027,MAF,16.9
MAF,2028,17.4
2028,MAF,17.4
MAF,2029,17.9
2029,MAF,17.9
MAF,2030,18.7
2030,MAF,18.7
MAF,2031,18.9
2031,MAF,18.9
MAF,2032,19.5
2032,MAF,19.5
MAF,2033,20.1
2033,MAF,20.1
MAF,2034,20.7
2034,MAF,20.7
MAF,2035,21.6
2035,MAF,21.6
MAF,2036,21.9
2036,MAF,21.9
MAF,2037,22.5
2037,MAF,22.5
MAF,2038,23.2
2038,MAF,23.2
MAF,2039,23.9
2039,MAF,23.9
MAF,2040,25
2040,MAF,25
MAF,2041,25.2
2041,MAF,25.2
MAF,2042,25.9
2042,MAF,25.9
MAF,2043,26.5
2043,MAF,26.5
MAF,2044,27.2
2044,MAF,27.2
MAF,2045,28.3
2045,MAF,28.3
MAF,2046,28.5
2046,MAF,28.5
MAF,2047,29.1
2047,MAF,29.1
MAF,2048,29.7
2048,MAF,29.7
MAF,2049,30.3
2049,MAF,30.3
MAF,2050,31.3
2050,MAF,31.3
MAF,2051,31.5
2051,MAF,31.5
MAF,2052,31.9
2052,MAF,31.9
MAF,2053,32.4
2053,MAF,32.4
MAF,2054,32.8
2054,MAF,32.8
MAF,2055,33.3
2055,MAF,33.3
MAF,2056,33.6
2056,MAF,33.6
MAF,2057,33.5
2057,MAF,33.5
MAF,2058,33.3
2058,MAF,33.3
MAF,2059,33.2
2059,MAF,33.2
MAF,2060,32.7
2060,MAF,32.7
MAF,2061,33
2061,MAF,33
MAF,2062,32.5
2062,MAF,32.5
MAF,2063,32
2063,MAF,32
MAF,2064,31.5
2064,MAF,31.5
MAF,2065,30.2
2065,MAF,30.2
MAF,2066,30.5
2066,MAF,30.5
MAF,2067,30.5
2067,MAF,30.5
MAF,2068,30.5
2068,MAF,30.5
MAF,2069,30.5
2069,MAF,30.5
MAF,2070,30.3
2070,MAF,30.3
MAF,2071,30.6
2071,MAF,30.6
MAF,2072,30.8
2072,MAF,30.8
MAF,2073,31.1
2073,MAF,31.1
MAF,2074,31.4
2074,MAF,31.4
MAF,2075,31.7
2075,MAF,31.7
MAF,2076,31.9
2076,MAF,31.9
MAF,2077,32.3
2077,MAF,32.3
MAF,2078,32.7
2078,MAF,32.7
MAF,2079,33.1
2079,MAF,33.1
MAF,2080,33.7
2080,MAF,33.7
MAF,2081,33.9
2081,MAF,33.9
MAF,2082,34.5
2082,MAF,34.5
MAF,2083,35
2083,MAF,35
MAF,2084,35.6
2084,MAF,35.6
MAF,2085,36.4
2085,MAF,36.4
MAF,2086,36.7
2086,MAF,36.7
MAF,2087,37.2
2087,MAF,37.2
MAF,2088,37.6
2088,MAF,37.6
MAF,2089,38.1
2089,MAF,38.1
MAF,2090,38.8
2090,MAF,38.8
MAF,2091,39
2091,MAF,39
MAF,2092,39.5
2092,MAF,39.5
MAF,2093,40
2093,MAF,40
MAF,2094,40.4
2094,MAF,40.4
MAF,2095,41.1
2095,MAF,41.1
MAF,2096,41.4
2096,MAF,41.4
MAF,2097,41.5
2097,MAF,41.5
MAF,2098,41.6
2098,MAF,41.6
MAF,2099,41.6
2099,MAF,41.6
MAF,2100,41.6
2100,MAF,41.6
MAF,2101,41.7
2101,MAF,41.7
MAF,2102,41.9
2102,MAF,41.9
MAF,2103,42.1
2103,MAF,42.1
MAF,2104,42.3
2104,MAF,42.3
MAF,2105,42.4
2105,MAF,42.4
MAF,2106,42.6
2106,MAF,42.6
MAF,2107,42.8
2107,MAF,42.8
MAF,2108,43
2108,MAF,43
MAF,2109,43.1
2109,MAF,43.1
MAF,2110,43.3
2110,MAF,43.3
MAF,2111,43.5
2111,MAF,43.5
MAF,2112,43.7
2112,MAF,43.7
MAF,2113,43.8
2113,MAF,43.8
MAF,2114,44
2114,MAF,44
MAF,2115,44.2
2115,MAF,44.2
MAF,2116,44.4
2116,MAF,44.4
MAF,2117,44.5
2117,MAF,44.5
MAF,2118,44.7
2118,MAF,44.7
MAF,2119,44.9
2119,MAF,44.9
MAF,2120,45.1
2120,MAF,45.1
MAF,2121,45.3
2121,MAF,45.3
MAF,2122,45.4
2122,MAF,45.4
MAF,2123,45.6
2123,MAF,45.6
MAF,2124,45.8
2124,MAF,45.8
MAF,2125,46
2125,MAF,46
MAF,2126,46.1
2126,MAF,46.1
MAF,2127,46.3
2127,MAF,46.3
MAF,2128,46.5
2128,MAF,46.5
MAF,2129,46.7
2129,MAF,46.7
MAF,2130,46.8
2130,MAF,46.8
MAF,2131,47
2131,MAF,47
MAF,2132,47.2
2132,MAF,47.2
MAF,2133,47.4
2133,MAF,47.4
MAF,2134,47.5
2134,MAF,47.5
MAF,2135,47.7
2135,MAF,47.7
MAF,2136,47.9
2136,MAF,47.9
MAF,2137,48.1
2137,MAF,48.1
MAF,2138,48.2
2138,MAF,48.2
MAF,2139,48.4
2139,MAF,48.4
MAF,2140,48.6
2140,MAF,48.6
MAF,2141,48.8
2141,MAF,48.8
MAF,2142,48.9
2142,MAF,48.9
MAF,2143,49.1
2143,MAF,49.1
MAF,2144,49.3
2144,MAF,49.3
MAF,2145,49.5
2145,MAF,49.5
MAF,2146,49.6
2146,MAF,49.6
MAF,2147,49.8
2147,MAF,49.8
MAF,2148,50
2148,MAF,50
MAF,2149,50.2
2149,MAF,50.2
MAF,2150,50.4
2150,MAF,50.4
MAF,2151,50.5
2151,MAF,50.5
MAF,2152,50.7
2152,MAF,50.7
MAF,2153,50.9
2153,MAF,50.9
MAF,2154,51.1
2154,MAF,51.1
MAF,2155,51.2
2155,MAF,51.2
MAF,2156,51.4
2156,MAF,51.4
MAF,2157,51.6
2157,MAF,51.6
MAF,2158,51.8
2158,MAF,51.8
MAF,2159,51.9
2159,MAF,51.9
MAF,2160,52.1
2160,MAF,52.1
MAF,2161,52.3
2161,MAF,52.3
MAF,2162,52.5
2162,MAF,52.5
MAF,2163,52.6
2163,MAF,52.6
MAF,2164,52.8
2164,MAF,52.8
MAF,2165,53
2165,MAF,53
MAF,2166,53.2
2166,MAF,53.2
MAF,2167,53.3
2167,MAF,53.3
MAF,2168,53.5
2168,MAF,53.5
MAF,2169,53.7
2169,MAF,53.7
MAF,2170,53.9
2170,MAF,53.9
MAF,2171,54
2171,MAF,54
MAF,2172,54.2
2172,MAF,54.2
MAF,2173,54.4
2173,MAF,54.4
MAF,2174,54.6
2174,MAF,54.6
MAF,2175,54.7
2175,MAF,54.7
MAF,2176,54.9
2176,MAF,54.9
MAF,2177,55.1
2177,MAF,55.1
MAF,2178,55.3
2178,MAF,55.3
MAF,2179,55.5
2179,MAF,55.5
MAF,2180,55.6
2180,MAF,55.6
MAF,2181,55.8
2181,MAF,55.8
MAF,2182,56
2182,MAF,56
MAF,2183,56.2
2183,MAF,56.2
MAF,2184,56.3
2184,MAF,56.3
MAF,2185,56.5
2185,MAF,56.5
MAF,2186,56.7
2186,MAF,56.7
MAF,2187,56.9
2187,MAF,56.9
MAF,2188,57
2188,MAF,57
MAF,2189,57.2
2189,MAF,57.2
MAF,2190,57.4
2190,MAF,57.4
MAF,2191,57.6
2191,MAF,57.6
MAF,2192,57.7
2192,MAF,57.7
MAF,2193,57.9
2193,MAF,57.9
MAF,2194,58.1
2194,MAF,58.1
MAF,2195,58.3
2195,MAF,58.3
MAF,2196,58.4
2196,MAF,58.4
MAF,2197,58.6
2197,MAF,58.6
MAF,2198,58.8
2198,MAF,58.8
MAF,2199,59
2199,MAF,59
MAF,2200,59.1
2200,MAF,59.1
MAF,2201,59.3
2201,MAF,59.3
MAF,2202,59.6
2202,MAF,59.6
MAF,2203,59.8
2203,MAF,59.8
MAF,2204,60.1
2204,MAF,60.1
MAF,2205,60.3
2205,MAF,60.3
MAF,2206,60.6
2206,MAF,60.6
MAF,2207,60.8
2207,MAF,60.8
MAF,2208,61.1
2208,MAF,61.1
MAF,2209,61.3
2209,MAF,61.3
MAF,2210,61.6
2210,MAF,61.6
MAF,2211,61.8
2211,MAF,61.8
MAF,2212,62.1
2212,MAF,62.1
MAF,2213,62.3
2213,MAF,62.3
MAF,2214,62.6
2214,MAF,62.6
MAF,2215,62.8
2215,MAF,62.8
MAF,2216,63.1
2216,MAF,63.1
MAF,2217,63.3
2217,MAF,63.3
MAF,2218,63.6
2218,MAF,63.6
MAF,2219,63.8
2219,MAF,63.8
MAF,2220,64.1
2220,MAF,64.1
MAF,2221,64.3
2221,MAF,64.3
MAF,2222,64.6
2222,MAF,64.6
MAF,2223,64.8
2223,MAF,64.8
MAF,2224,65.1
2224,MAF,65.1
MAF,2225,65.3
2225,MAF,65.3
MAF,2226,65.6
2226,MAF,65.6
MAF,2227,65.8
2227,MAF,65.8
MAF,2228,66.1
2228,MAF,66.1
MAF,2229,66.3
2229,MAF,66.3
MAF,2230,66.6
2230,MAF,66.6
MAF,2231,66.8
2231,MAF,66.8
MAF,2232,67.1
2232,MAF,67.1
MAF,2233,67.3
2233,MAF,67.3
MAF,2234,67.6
2234,MAF,67.6
MAF,2235,67.8
2235,MAF,67.8
MAF,2236,68.1
2236,MAF,68.1
MAF,2237,68.3
2237,MAF,68.3
MAF,2238,68.5
2238,MAF,68.5
MAF,2239,68.8
2239,MAF,68.8
MAF,2240,69
2240,MAF,69
MAF,2241,69.3
2241,MAF,69.3
MAF,2242,69.5
2242,MAF,69.5
MAF,2243,69.8
2243,MAF,69.8
MAF,2244,70
2244,MAF,70
MAF,2245,70.3
2245,MAF,70.3
MAF,2246,70.5
2246,MAF,70.5
MAF,2247,70.8
2247,MAF,70.8
MAF,2248,71
2248,MAF,71
MAF,2249,71.3
2249,MAF,71.3
MAF,2250,71.5
2250,MAF,71.5
MAF,2251,71.8
2251,MAF,71.8
MAF,2252,72
2252,MAF,72
MAF,2253,72.3
2253,MAF,72.3
MAF,2254,72.5
2254,MAF,72.5
MAF,2255,72.8
2255,MAF,72.8
MAF,2256,73
2256,MAF,73
MAF,2257,73.3
2257,MAF,73.3
MAF,2258,73.5
2258,MAF,73.5
MAF,2259,73.8
2259,MAF,73.8
MAF,2260,74
2260,MAF,74
MAF,2261,74.3
2261,MAF,74.3
MAF,2262,74.5
2262,MAF,74.5
MAF,2263,74.8
2263,MAF,74.8
MAF,2264,75
2264,MAF,75
MAF,2265,75.3
2265,MAF,75.3
MAF,2266,75.5
2266,MAF,75.5
MAF,2267,75.8
2267,MAF,75.8
MAF,2268,76
2268,MAF,76
MAF,2269,76.3
2269,MAF,76.3
MAF,2270,76.5
2270,MAF,76.5
MAF,2271,76.8
2271,MAF,76.8
MAF,2272,77
2272,MAF,77
MAF,2273,77.2
2273,MAF,77.2
MAF,2274,77.5
2274,MAF,77.5
MAF,2275,77.7
2275,MAF,77.7
MAF,2276,78
2276,MAF,78
MAF,2277,78.2
2277,MAF,78.2
MAF,2278,78.5
2278,MAF,78.5
MAF,2279,78.7
2279,MAF,78.7
MAF,2280,79
2280,MAF,79
MAF,2281,79.2
2281,MAF,79.2
MAF,2282,79.5
2282,MAF,79.5
MAF,2283,79.7
2283,MAF,79.7
MAF,2284,80
2284,MAF,80
MAF,2285,80.2
2285,MAF,80.2
MAF,2286,80.5
2286,MAF,80.5
MAF,2287,80.7
2287,MAF,80.7
MAF,2288,81
2288,MAF,81
MAF,2289,81.2
2289,MAF,81.2
MAF,2290,81.5
2290,MAF,81.5
MAF,2291,81.7
2291,MAF,81.7
MAF,2292,82
2292,MAF,82
MAF,2293,82.2
2293,MAF,82.2
MAF,2294,82.5
2294,MAF,82.5
MAF,2295,82.7
2295,MAF,82.7
MAF,2296,83
2296,MAF,83
MAF,2297,83.2
2297,MAF,83.2
MAF,2298,83.5
2298,MAF,83.5
MAF,2299,83.7
2299,MAF,83.7
MAF,2300,84
2300,MAF,84
MAF,2301,84
2301,MAF,84
MAF,2302,84
2302,MAF,84
MAF,2303,84
2303,MAF,84
MAF,2304,84
2304,MAF,84
MAF,2305,84
2305,MAF,84
MAF,2306,84
2306,MAF,84
MAF,2307,84
2307,MAF,84
MAF,2308,84
2308,MAF,84
MAF,2309,84
2309,MAF,84
MAF,2310,84
2310,MAF,84
MAF,2311,84
2311,MAF,84
MAF,2312,84
2312,MAF,84
MAF,2313,84
2313,MAF,84
MAF,2314,84
2314,MAF,84
MAF,2315,84
2315,MAF,84
MAF,2316,84
2316,MAF,84
MAF,2317,84
2317,MAF,84
MAF,2318,84
2318,MAF,84
MAF,2319,84
2319,MAF,84
MAF,2320,84
2320,MAF,84
MAF,2321,84
2321,MAF,84
MAF,2322,84
2322,MAF,84
MAF,2323,84
2323,MAF,84
MAF,2324,84
2324,MAF,84
MAF,2325,84
2325,MAF,84
MAF,2326,84
2326,MAF,84
MAF,2327,84
2327,MAF,84
MAF,2328,84
2328,MAF,84
MAF,2329,84
2329,MAF,84
MAF,2330,84
2330,MAF,84
MAF,2331,84
2331,MAF,84
MAF,2332,84
2332,MAF,84
MAF,2333,84
2333,MAF,84
MAF,2334,84
2334,MAF,84
MAF,2335,84
2335,MAF,84
MAF,2336,84
2336,MAF,84
MAF,2337,84
2337,MAF,84
MAF,2338,84
2338,MAF,84
MAF,2339,84
2339,MAF,84
MAF,2340,84
2340,MAF,84
MAF,2341,84
2341,MAF,84
MAF,2342,84
2342,MAF,84
MAF,2343,84
2343,MAF,84
MAF,2344,84
2344,MAF,84
MAF,2345,84
2345,MAF,84
MAF,2346,84
2346,MAF,84
MAF,2347,84
2347,MAF,84
MAF,2348,84
2348,MAF,84
MAF,2349,84
2349,MAF,84
MAF,2350,84
2350,MAF,84
MAF,2351,84
2351,MAF,84
MAF,2352,84
2352,MAF,84
MAF,2353,84
2353,MAF,84
MAF,2354,84
2354,MAF,84
MAF,2355,84
2355,MAF,84
MAF,2356,84
2356,MAF,84
MAF,2357,84
2357,MAF,84
MAF,2358,84
2358,MAF,84
MAF,2359,84
2359,MAF,84
MAF,2360,84
2360,MAF,84
MAF,2361,84
2361,MAF,84
MAF,2362,84
2362,MAF,84
MAF,2363,84
2363,MAF,84
MAF,2364,84
2364,MAF,84
MAF,2365,84
2365,MAF,84
MAF,2366,84
2366,MAF,84
MAF,2367,84
2367,MAF,84
MAF,2368,84
2368,MAF,84
MAF,2369,84
2369,MAF,84
MAF,2370,84
2370,MAF,84
MAF,2371,84
2371,MAF,84
MAF,2372,84
2372,MAF,84
MAF,2373,84
2373,MAF,84
MAF,2374,84
2374,MAF,84
MAF,2375,84
2375,MAF,84
MAF,2376,84
2376,MAF,84
MAF,2377,84
2377,MAF,84
MAF,2378,84
2378,MAF,84
MAF,2379,84
2379,MAF,84
MAF,2380,84
2380,MAF,84
MAF,2381,84
2381,MAF,84
MAF,2382,84
2382,MAF,84
MAF,2383,84
2383,MAF,84
MAF,2384,84
2384,MAF,84
MAF,2385,84
2385,MAF,84
MAF,2386,84
2386,MAF,84
MAF,2387,84
2387,MAF,84
MAF,2388,84
2388,MAF,84
MAF,2389,84
2389,MAF,84
MAF,2390,84
2390,MAF,84
MAF,2391,84
2391,MAF,84
MAF,2392,84
2392,MAF,84
MAF,2393,84
2393,MAF,84
MAF,2394,84
2394,MAF,84
MAF,2395,84
2395,MAF,84
MAF,2396,84
2396,MAF,84
MAF,2397,84
2397,MAF,84
MAF,2398,84
2398,MAF,84
MAF,2399,84
2399,MAF,84
MAF,2400,84
2400,MAF,84
MAF,2401,84
2401,MAF,84
MAF,2402,84
2402,MAF,84
MAF,2403,84
2403,MAF,84
MAF,2404,84
2404,MAF,84
MAF,2405,84
2405,MAF,84
MAF,2406,84
2406,MAF,84
MAF,2407,84
2407,MAF,84
MAF,2408,84
2408,MAF,84
MAF,2409,84
2409,MAF,84
MAF,2410,84
2410,MAF,84
MAF,2411,84
2411,MAF,84
MAF,2412,84
2412,MAF,84
MAF,2413,84
2413,MAF,84
MAF,2414,84
2414,MAF,84
MAF,2415,84
2415,MAF,84
MAF,2416,84
2416,MAF,84
MAF,2417,84
2417,MAF,84
MAF,2418,84
2418,MAF,84
MAF,2419,84
2419,MAF,84
MAF,2420,84
2420,MAF,84
MAF,2421,84
2421,MAF,84
MAF,2422,84
2422,MAF,84
MAF,2423,84
2423,MAF,84
MAF,2424,84
2424,MAF,84
MAF,2425,84
2425,MAF,84
MAF,2426,84
2426,MAF,84
MAF,2427,84
2427,MAF,84
MAF,2428,84
2428,MAF,84
MAF,2429,84
2429,MAF,84
MAF,2430,84
2430,MAF,84
MAF,2431,84
2431,MAF,84
MAF,2432,84
2432,MAF,84
MAF,2433,84
2433,MAF,84
MAF,2434,84
2434,MAF,84
MAF,2435,84
2435,MAF,84
MAF,2436,84
2436,MAF,84
MAF,2437,84
2437,MAF,84
MAF,2438,84
2438,MAF,84
MAF,2439,84
2439,MAF,84
MAF,2440,84
2440,MAF,84
MAF,2441,84
2441,MAF,84
MAF,2442,84
2442,MAF,84
MAF,2443,84
2443,MAF,84
MAF,2444,84
2444,MAF,84
MAF,2445,84
2445,MAF,84
MAF,2446,84
2446,MAF,84
MAF,2447,84
2447,MAF,84
MAF,2448,84
2448,MAF,84
MAF,2449,84
2449,MAF,84
MAF,2450,84
2450,MAF,84
MAF,2451,84
2451,MAF,84
MAF,2452,84
2452,MAF,84
MAF,2453,84
2453,MAF,84
MAF,2454,84
2454,MAF,84
MAF,2455,84
2455,MAF,84
MAF,2456,84
2456,MAF,84
MAF,2457,84
2457,MAF,84
MAF,2458,84
2458,MAF,84
MAF,2459,84
2459,MAF,84
MAF,2460,84
2460,MAF,84
MAF,2461,84
2461,MAF,84
MAF,2462,84
2462,MAF,84
MAF,2463,84
2463,MAF,84
MAF,2464,84
2464,MAF,84
MAF,2465,84
2465,MAF,84
MAF,2466,84
2466,MAF,84
MAF,2467,84
2467,MAF,84
MAF,2468,84
2468,MAF,84
MAF,2469,84
2469,MAF,84
MAF,2470,84
2470,MAF,84
MAF,2471,84
2471,MAF,84
MAF,2472,84
2472,MAF,84
MAF,2473,84
2473,MAF,84
MAF,2474,84
2474,MAF,84
MAF,2475,84
2475,MAF,84
MAF,2476,84
2476,MAF,84
MAF,2477,84
2477,MAF,84
MAF,2478,84
2478,MAF,84
MAF,2479,84
2479,MAF,84
MAF,2480,84
2480,MAF,84
MAF,2481,84
2481,MAF,84
MAF,2482,84
2482,MAF,84
MAF,2483,84
2483,MAF,84
MAF,2484,84
2484,MAF,84
MAF,2485,84
2485,MAF,84
MAF,2486,84
2486,MAF,84
MAF,2487,84
2487,MAF,84
MAF,2488,84
2488,MAF,84
MAF,2489,84
2489,MAF,84
MAF,2490,84
2490,MAF,84
MAF,2491,84
2491,MAF,84
MAF,2492,84
2492,MAF,84
MAF,2493,84
2493,MAF,84
MAF,2494,84
2494,MAF,84
MAF,2495,84
2495,MAF,84
MAF,2496,84
2496,MAF,84
MAF,2497,84
2497,MAF,84
MAF,2498,84
2498,MAF,84
MAF,2499,84
2499,MAF,84
MAF,2500,84
2500,MAF,84
MAF,2501,84
2501,MAF,84
MAF,2502,84
2502,MAF,84
MAF,2503,84
2503,MAF,84
MAF,2504,84
2504,MAF,84
MAF,2505,84
2505,MAF,84
MAF,2506,84
2506,MAF,84
MAF,2507,84
2507,MAF,84
MAF,2508,84
2508,MAF,84
MAF,2509,84
2509,MAF,84
MAF,2510,84
2510,MAF,84
MAF,2511,84
2511,MAF,84
MAF,2512,84
2512,MAF,84
MAF,2513,84
2513,MAF,84
MAF,2514,84
2514,MAF,84
MAF,2515,84
2515,MAF,84
MAF,2516,84
2516,MAF,84
MAF,2517,84
2517,MAF,84
MAF,2518,84
2518,MAF,84
MAF,2519,84
2519,MAF,84
MAF,2520,84
2520,MAF,84
MAF,2521,84
2521,MAF,84
MAF,2522,84
2522,MAF,84
MAF,2523,84
2523,MAF,84
MAF,2524,84
2524,MAF,84
MAF,2525,84
2525,MAF,84
MAF,2526,84
2526,MAF,84
MAF,2527,84
2527,MAF,84
MAF,2528,84
2528,MAF,84
MAF,2529,84
2529,MAF,84
MAF,2530,84
2530,MAF,84
MAF,2531,84
2531,MAF,84
MAF,2532,84
2532,MAF,84
MAF,2533,84
2533,MAF,84
MAF,2534,84
2534,MAF,84
MAF,2535,84
2535,MAF,84
MAF,2536,84
2536,MAF,84
MAF,2537,84
2537,MAF,84
MAF,2538,84
2538,MAF,84
MAF,2539,84
2539,MAF,84
MAF,2540,84
2540,MAF,84
MAF,2541,84
2541,MAF,84
MAF,2542,84
2542,MAF,84
MAF,2543,84
2543,MAF,84
MAF,2544,84
2544,MAF,84
MAF,2545,84
2545,MAF,84
MAF,2546,84
2546,MAF,84
MAF,2547,84
2547,MAF,84
MAF,2548,84
2548,MAF,84
MAF,2549,84
2549,MAF,84
MAF,2550,84
2550,MAF,84
MAF,2551,84
2551,MAF,84
MAF,2552,84
2552,MAF,84
MAF,2553,84
2553,MAF,84
MAF,2554,84
2554,MAF,84
MAF,2555,84
2555,MAF,84
MAF,2556,84
2556,MAF,84
MAF,2557,84
2557,MAF,84
MAF,2558,84
2558,MAF,84
MAF,2559,84
2559,MAF,84
MAF,2560,84
2560,MAF,84
MAF,2561,84
2561,MAF,84
MAF,2562,84
2562,MAF,84
MAF,2563,84
2563,MAF,84
MAF,2564,84
2564,MAF,84
MAF,2565,84
2565,MAF,84
MAF,2566,84
2566,MAF,84
MAF,2567,84
2567,MAF,84
MAF,2568,84
2568,MAF,84
MAF,2569,84
2569,MAF,84
MAF,2570,84
2570,MAF,84
MAF,2571,84
2571,MAF,84
MAF,2572,84
2572,MAF,84
MAF,2573,84
2573,MAF,84
MAF,2574,84
2574,MAF,84
MAF,2575,84
2575,MAF,84
MAF,2576,84
2576,MAF,84
MAF,2577,84
2577,MAF,84
MAF,2578,84
2578,MAF,84
MAF,2579,84
2579,MAF,84
MAF,2580,84
2580,MAF,84
MAF,2581,84
2581,MAF,84
MAF,2582,84
2582,MAF,84
MAF,2583,84
2583,MAF,84
MAF,2584,84
2584,MAF,84
MAF,2585,84
2585,MAF,84
MAF,2586,84
2586,MAF,84
MAF,2587,84
2587,MAF,84
MAF,2588,84
2588,MAF,84
MAF,2589,84
2589,MAF,84
MAF,2590,84
2590,MAF,84
MAF,2591,84
2591,MAF,84
MAF,2592,84
2592,MAF,84
MAF,2593,84
2593,MAF,84
MAF,2594,84
2594,MAF,84
MAF,2595,84
2595,MAF,84
MAF,2596,84
2596,MAF,84
MAF,2597,84
2597,MAF,84
MAF,2598,84
2598,MAF,84
MAF,2599,84
2599,MAF,84
MAF,2600,84
2600,MAF,84
MAF,2601,84
2601,MAF,84
MAF,2602,84
2602,MAF,84
MAF,2603,84
2603,MAF,84
MAF,2604,84
2604,MAF,84
MAF,2605,84
2605,MAF,84
MAF,2606,84
2606,MAF,84
MAF,2607,84
2607,MAF,84
MAF,2608,84
2608,MAF,84
MAF,2609,84
2609,MAF,84
MAF,2610,84
2610,MAF,84
MAF,2611,84
2611,MAF,84
MAF,2612,84
2612,MAF,84
MAF,2613,84
2613,MAF,84
MAF,2614,84
2614,MAF,84
MAF,2615,84
2615,MAF,84
MAF,2616,84
2616,MAF,84
MAF,2617,84
2617,MAF,84
MAF,2618,84
